id,dublin_no,location,code,spaces,exact_location,installed,tariff,nearest_pad,op_hours,clearway,clearway_hours,comment,further_info,finished,extra_comment,zone,longitude,latitude,created_at,updated_at
591,919,St Annes Road,9,62 P&D,Junction St Patricks Road,,1.60,On Street,Mon-Sun 07.00-24.00,FALSE,,,,TRUE,,Green,-6.260814,53.363203,02/01/2012 22:45:00,NULL
592,920,Ashfield Park,,,Junction Mount Tallant Avenue,,1.00,Ashdale Road,Mon-Sat 07.00-24.00,FALSE,,,,TRUE,,Orange,-6.283171,53.315666,02/01/2012 22:45:00,NULL
593,921,Iona Road,,156 P&D,Junction Hollybank Road,,1.60,On Street,Mon-Sun 07.00-24.00,FALSE,,,,TRUE,,Green,-6.260756,53.367569,02/01/2012 22:45:00,NULL
594,922,Hollybank Road,,156 P&D,At No. 57,,1.60,On Street,Mon-Sun 07.00-24.00,FALSE,,,,TRUE,,Green,-6.259093,53.367464,02/01/2012 22:45:00,NULL
595,923,Hollybank Road,,156 P&D,At No. 1,,1.60,On Street,Mon-Sun 07.00-24.00,FALSE,,,,TRUE,,Green,-6.256451,53.36703,02/01/2012 22:45:00,NULL
596,924,Harold Road,2,,At No.33,21/04/2008,1.60,Ivar Street,Mon-Fri  07.00-19.00,FALSE,,,,TRUE,,Green,-6.288055,53.35258,02/01/2012 22:45:00,NULL
597,925,Avondale Avenue,7,,Opposite No. 24,,2.40,NCR (No. 59),Mon-Fri 07.00-19.00,FALSE,,,,TRUE,,Red,-6.276288,53.359824,02/01/2012 22:45:00,NULL
598,926,Milltown Road,6,,Car Park Bring Centre,,1.00,N/A,Mon-Fri 11.00-16.00,FALSE,,,,TRUE,,Orange,-6.247052,53.311987,02/01/2012 22:45:00,NULL
599,927,Synnot Row,,29 P&D,Opp. No. 24,,1.60,Valentia Parade,Mon-Sun 07.00-24.00,FALSE,,,,TRUE,,Green,-6.262348,53.360951,02/01/2012 22:45:00,NULL
600,928,Sherrard Avenue,,24 P&D,Opposite No. 19,,1.60,North Circular Road,Mon-Fri 07.00-19.00,FALSE,,,,TRUE,,Green,-6.258159,53.360163,02/01/2012 22:45:00,NULL
601,929,Belvidere Place,,,Opposite No. 5,,2.40,Sherrard Street,Mon-Sun 07.00-24.00,FALSE,,,,TRUE,,Red,-6.257529,53.357916,02/01/2012 22:45:00,NULL
602,930,Grattan Court East,,,Jct Mount Street Lower,,2.90,Mount Street Lower,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Yellow,-6.243331,53.338648,02/01/2012 22:45:00,NULL
603,931,Carlisle Avenue,4,30 P&D,At No. 1,,2.40,Marlboro Road,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Red,-6.244771,53.323689,02/01/2012 22:45:00,NULL
604,932,Daniel Street,,53 P&D,Opposite No. 5,,2.40,Clanbrasil Street Lower,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Red,-6.273283,53.334961,02/01/2012 22:45:00,NULL
605,933,Sandford Avenue,,,No 21,15/12/2008,1.60,Sandford Gardens,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Green,-6.282383,53.333412,02/01/2012 22:45:00,NULL
606,934,Shangan Ave,,,Opposite Centra,15/12/2008,1.00,none nearby,Mon-Sat 07.00-24.00,FALSE,,,,FALSE,I Hour limit,Orange,-6.256389,53.393556,02/01/2012 22:45:00,NULL
607,935,Hollybank Avenue,,87 P&D,Junct. Sandford Avenue,12/01/2009,1.60,None nearby,Mon-Fri  07.00-19.00,FALSE,,,,FALSE,,Green,-6.245682,53.320881,02/01/2012 22:45:00,NULL
608,936,Cherryfield Avenue,,82 P&D,Opposite no.1,12/01/2009,1.60,None nearby,Mon-Fri  07.00-19.00,FALSE,,,,FALSE,,Green,-6.245531,53.320178,02/01/2012 22:45:00,NULL
609,937,Norwood Park,,16 P&D,Junct. Sandford Road,12/01/2009,1.60,None nearby,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Green,-6.243985,53.319822,02/01/2012 22:45:00,NULL
610,938,Martins Row,2,10,At Pharmacy,01/04/2009,1.00,None,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.344578,53.349298,02/01/2012 22:45:00,NULL
611,939,Kenilworth Park,,,O/s No. 14,,1.00,none,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Orange,-6.280385,53.318906,02/01/2012 22:45:00,NULL
612,942,Wigan Road,,,Junction Whitworth Road,,1.60,David Road,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Green,-6.267241,53.363647,02/01/2012 22:45:00,NULL
613,943,Charleville Road,,57,O/s No. 20,,1.60,545 Cabra Road,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Green,-6.282683,53.360311,02/01/2012 22:45:00,NULL
614,944,Dargle Road,,105,O/S No. 1A,,1.60,Glenarm Avenue 946,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Green,-6.257342,53.365821,02/01/2012 22:45:00,NULL
615,945,Crawford Avenue,9,,Opp. No. 28,,1.60,None Nearby,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Green,-6.262478,53.366974,02/01/2012 22:45:00,NULL
616,947,Sandymount Road,,,O/s Church at Leahy's Terrace,,1.60,,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.220086,53.335841,02/01/2012 22:45:00,NULL
617,948,Chelmsford Ave,,20,,12/06/2009,,,Mon-Sat07.00-24.00,FALSE,,,,FALSE,,Red,30.586058,46.313032,02/01/2012 22:45:00,NULL
618,949,Hanover Quay,2,22 P&D / DP,Opposite Boat House 9,,1.60,None Nearby,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.236393,53.344144,02/01/2012 22:45:00,NULL
619,950,Benson Street,,,opp Fitsimons-Business Centre,,1.60,951 at junction of Green Street East,Mon-Fri. 08.00-18.00,FALSE,,,,FALSE,,Green,-6.23353,53.344012,02/01/2012 22:45:00,NULL
620,951,Benson Street,,,junction of Green Street East,,1.60,950 at Fitsimons Business Centre,Mon-Fri. 08.00-18.00,FALSE,,,,FALSE,,Green,-6.233209,53.344428,02/01/2012 22:45:00,NULL
621,952,Lombard Street West,,,opp. No.38,,2.40,,Mon-Fri  08.00-18.30,FALSE,,,,FALSE,,Red,-6.27402,53.334027,02/01/2012 22:45:00,NULL
622,953,Carlisle Street,,,Junct. SCRd,,2.40,none nearby,Mon-Sun  07.00-24.00,FALSE,,,,FALSE,,Red,-6.271295,53.332514,02/01/2012 22:45:00,NULL
623,954,Arnott Street,,,O/S No. 5,,2.40,None Nearby,Mon-Sat  07.00-19.00,FALSE,,,,FALSE,,Red,-6.269722,53.334307,02/01/2012 22:45:00,NULL
624,955,Parkview Place,,,side of 14 St. Patricks Villas,,1.00,None nearby,Mon-Fri  .07.00-19.00,FALSE,,,,FALSE,,Red,-6.226333,53.341964,02/01/2012 22:45:00,NULL
625,957,Kimmage Road,,13 P/D,on inset opposite no.100A,,1.60,none nearby,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Green,-6.285533,53.320759,02/01/2012 22:45:00,NULL
626,958,Palmerston Road,,57 P&D,At side door 4B,,1.00,Palmerston Park 959,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.258132,53.314054,02/01/2012 22:45:00,NULL
627,959,Palmerston Park,,40 P&D,Junction of Palmerston Road,,1.00,Palmerston Rd.   958,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.258365,53.313482,02/01/2012 22:45:00,NULL
628,960,Richview Ave,,16 P&D,Junction Richmond Ave,,1.00,None nearby,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.253741,53.313172,02/01/2012 22:45:00,NULL
629,963,Sheriff Street,,,,31/08/2009,1.60,,Mon-Fri 07.00-19.00,FALSE,,Max 2 hrs,,FALSE,Max 2 hrs,Green,-6.232456,53.350007,02/01/2012 22:45:00,NULL
630,964,Sheriff Street,,,,31/08/2009,2.40,,Mon-Fri 07.00-19.00,FALSE,,Max 2 hrs,,FALSE,Max 2 hrs,Green,-6.236557,53.350365,02/01/2012 22:45:00,NULL
631,965,Sheriff Street,,,,31/08/2009,2.40,,Mon-Fri 07.00-19.00,FALSE,,Max 2.hrs,,FALSE,Max 2 hrs,Green,-6.239237,53.350548,02/01/2012 22:45:00,NULL
632,966,Connaght Street,,,,31/08/2009,1.60,,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Green,-6.279679,53.36291,02/01/2012 22:45:00,NULL
633,967,Murtagh Road,,,,31/08/2009,1.60,,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Green,-6.287248,53.351373,02/01/2012 22:45:00,NULL
634,968,Grangegorman Upper (Orchard Tce),,,opposite no.63,31/08/2009,1.60,,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Green,-6.280713,53.35738,02/01/2012 22:45:00,NULL
635,969,Sandymount Road,,,at no. 5,14/09/2009,1.00,at no.67,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.21938,53.335315,02/01/2012 22:45:00,NULL
636,970,Sandymount Road,,,at no 67,14/09/2009,1.00,at no. 5,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.217683,53.333949,02/01/2012 22:45:00,NULL
637,971,Maidens Row,,,Oustide Island Apartments,21/09/2009,1.00,None nearby,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Orange,-6.344664,53.348625,02/01/2012 22:45:00,NULL
638,972,St. Columba's Road Upper,,,No. 14,21/09/2009,1.60,St. Alphonsus Road,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Green,-6.262697,53.36491,02/01/2012 22:45:00,NULL
639,973,Main St Chapelizod,,,o/s Mulberry House,16/10/2009,1.00,On Main Street at Pharmacy,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Orange,-6.343844,53.349243,02/01/2012 22:45:00,NULL
640,975,Merlyn Rd,,,Junction with Merrion Road,11/12/2009,1.60,Merlyn Park 828,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Green,-6.217684,53.322173,02/01/2012 22:45:00,NULL
641,976,Alma court,,,,22/01/2010,2.40,,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Red,-6.259884,53.325941,02/01/2012 22:45:00,NULL
642,977,St. Peters Close,,,,22/01/2010,2.40,,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Red,-6.272131,53.358631,02/01/2012 22:45:00,NULL
643,979,Sandford Gardens,,,,02/02/2010,1.60,,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Green,-6.280981,53.334317,02/01/2012 22:45:00,NULL
644,980,South Circular Road,,,,04/02/2010,1.00,,Mon-Fri -07.00-19.00,FALSE,,,,FALSE,,Orange,-6.303048,53.338883,02/01/2012 22:45:00,NULL
645,981,Rathdown Park,,,o/s no.6,,1.00,"982, Rathdown Ave",Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.285268,53.306405,02/01/2012 22:45:00,NULL
646,982,Rathdown Ave,,,0/s no. 16,,1.00,981 Rathdown Park,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Orange,-6.291484,53.30289,02/01/2012 22:45:00,NULL
647,983,Shrewsbury Park,,,Junction of Merrion Road,,1.60,,Mon-Sat  07.00-19.00,FALSE,,,,FALSE,,Green,-6.220552,53.324283,02/01/2012 22:45:00,NULL
648,984,Fitgerald St,,,at no 16,,1.60,,Mon-Sun 07.00-19.00,FALSE,,,,FALSE,,Green,-6.273999,53.327261,02/01/2012 22:45:00,NULL
649,985,Wesley Place,,,,26/02/2010,2.40,,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.276701,53.331353,02/01/2012 22:45:00,NULL
650,986,Spencer St South,,,Junct of St. Vincent St Sth,05/03/2010,2.40,,Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Red,-6.273595,53.332826,02/01/2012 22:45:00,NULL
651,987,Grand Canal Street Upper,,,Opposite Number 18,05/03/2010,2.40,,Mon-Sat 07.00-16.00,FALSE,Evening clearway,,,FALSE,,Red,-6.236228,53.337968,02/01/2012 22:45:00,NULL
652,988,Glendalough Road,,,side of no 7 at lane end,12/03/2010,1.60,,Mon-Sun 07.00-24.00,FALSE,,,Max stay 2 hours,FALSE,max,Green,-6.259792,53.368013,02/01/2012 22:45:00,NULL
653,989,Finglas Road,,,Opposite Cemetry,12/03/2010,1.00,,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Green,-6.27712,53.369379,02/01/2012 22:45:00,NULL
654,990,Finglas Road,,,Opposite Cemetry,12/03/2010,1.00,,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Green,-6.27814,53.369789,02/01/2012 22:45:00,NULL
655,991,Rathmines Road Upper,,,Opposite no 183,12/03/2010,1.00,,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Green,-6.264716,53.315246,02/01/2012 22:45:00,NULL
656,992,Sandymount Castle Drive,,,,12/03/2010,1.00,,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Green,-6.21513,53.330133,02/01/2012 22:45:00,NULL
657,993,Rathdown Road,,,,18/03/2010,2.40,,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Red,-6.280385,53.358805,02/01/2012 22:45:00,NULL
658,994,Rathdown Road,,,,18/03/2010,2.40,,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Red,-6.278145,53.355888,02/01/2012 22:45:00,NULL
659,996,Montpelier Hill,,,,16/04/2010,1.60,113135453,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Green,-6.294601,53.348881,02/01/2012 22:45:00,NULL
660,997,Sir John Rogerson's Quay,,,,16/04/2010,2.40,9066,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Red,-6.242134,53.346224,02/01/2012 22:45:00,NULL
661,998,Ostman Place,,,,16/04/2010,2.40,,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,red,-6.286591,53.352774,02/01/2012 22:45:00,NULL
662,999,St. Agnes Road,,18 P & D,Centra Car Park,23/04/2010,1.00,1000  Lisle Road,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.317949,53.32114,02/01/2012 22:45:00,NULL
663,1000,Lisle Road,,9,outside Cosgrove Butchers,23/04/2010,1.00,999 or 1001 both on St Agnes Road,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.317092,53.320418,02/01/2012 22:45:00,NULL
664,1001,St Agnes Road,,7,Outside Tesco Express,23/04/2010,1.00,1000 Lisle Rd or 999 St. Agnes Rd,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.316229,53.320244,02/01/2012 22:45:00,NULL
665,1002,Fairview,,6,"At Footbridge, parkside",30/04/2010,1.00,,Mon-Sat07.00-19.00,FALSE,,,,FALSE,,Orange,-6.234294,53.363325,02/01/2012 22:45:00,NULL
666,1003,North Wall Quay,,16,Pole 26.Junc.with Castleforbes Rd,02/05/2010,1.60,,Mon-Sat0.700-19.00,FALSE,,,,FALSE,,Green,-6.234178,53.347238,02/01/2012 22:45:00,NULL
667,1004,Rathgar Avenue,,20,O/S Auto factors,28/05/2010,1.00,1005 same street,Mon-Fri 07.00-16.00,TRUE,Evening clearway,,,FALSE,,Orange,-6.274925,53.312887,02/01/2012 22:45:00,NULL
668,1005,Rathgar Avenue,,20,O/S No. 7,28/05/2010,1.00,1004 same street,Mon-Fri 10.00-19.00,TRUE,Moringin clearway,,,FALSE,,Orange,-6.275207,53.312963,02/01/2012 22:45:00,NULL
669,1006,Botanic Ave,,45 + 2 disabled,0/s no.88,09/07/2010,1.60,,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Green,-6.260613,53.368538,02/01/2012 22:45:00,NULL
670,1007,Inchicore Road,,33,Outside no 117,23/07/2010,1.00,,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Blue,-6.316806,53.341792,02/01/2012 22:45:00,NULL
671,1008,Clontarf Road Car Park,,,,26/02/2010,0.60,Opposite Bus Garage,Mon-Fri  08.00-18.00,FALSE,,,replaced met.9104  26/07/2010,FALSE,,Blue,-6.19129,53.358197,02/01/2012 22:45:00,NULL
672,1009,Addison Road,,60 P&D & Permit,,26/08/2010,1.00,,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Blue,-6.238293,53.357294,02/01/2012 22:45:00,NULL
673,1010,Summer St. North,,54 P&D & Permit,,,2.40,,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Red,-6.251162,53.362077,02/01/2012 22:45:00,NULL
674,1011,St. Albans Park,,70 P & D (Total),,11/10/2010,1.00,,Mon-Fri  07.00-19.00,FALSE,,,,FALSE,,Orange,-6.208396,53.356848,02/01/2012 22:45:00,NULL
675,1012,George's Quay,2,29 P&D (Total),Liffey side,,2.90,"Georges Quay 122, Luke St 785",Mon-Sat 07.00-19.00,FALSE,,2 hour Max stay,replaced met.122  13/02/2007,TRUE,,Yellow,-6.252911,53.347518,02/01/2012 22:45:00,NULL
676,1013,St Albans Park,,70 P & D total,No. 86,11/10/2010,1.00,1011 St. Albans Park,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.20773,53.31975,02/01/2012 22:45:00,NULL
677,1015,North Circular Road,,,,06/12/2010,,,,FALSE,,,,FALSE,,,-10.863443,51.218565,02/01/2012 22:45:00,NULL
678,1016,Oxmantown Road,,180,,24/01/2011,1.60,,Mon-Fri  07.00-19.00,FALSE,,,,FALSE,,Green,-6.292974,53.354514,02/01/2012 22:45:00,NULL
679,1017,Cowper Street/Oxmantown Rd,,,,24/01/2011,1.60,,Mon-Fri  07.00-19.00,FALSE,,,,FALSE,,Green,-6.291097,53.35371,02/01/2012 22:45:00,NULL
680,1018,Niall Street/Moira Road,,60,,24/01/2011,1.60,,Mon-Fri  07.00-19.00,FALSE,,,,FALSE,,Green,-6.28931,53.353072,02/01/2012 22:45:00,NULL
681,1019,Halliday Road/Oxmantown Road,,,,24/01/2011,1.60,,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Green,-6.288832,53.352345,02/01/2012 22:45:00,NULL
682,1020,Mount Prospect Lawns,,35,opposite no. 27,18/03/2011,1.00,none nearby,Mon -Sun 07.00-24.00,FALSE,,,,FALSE,,,-6.190654,53.367257,02/01/2012 22:45:00,NULL
683,1021,Palmerston Villas,,23,,11/02/2011,1.00,,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.263811,53.313768,02/01/2012 22:45:00,NULL
684,1022,Green Street,,25,,06/06/2011,2.90,"Britiain Street Little,  Halston Street",Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Yellow,-6.270479,53.349769,02/01/2012 22:45:00,NULL
685,1023,Merchant's Quay,8,42 P&D (Total),"Liffyeside, Opposite meter 7022",,2.90,"Merchant's Quay 1292,9055",Mon-Sat 07.00-19.00,FALSE,,,replaced met.110 22/02/2007,TRUE,,Yellow,-6.275195,53.34528,02/01/2012 22:45:00,NULL
686,1024,Halston Street,,13,,06/06/2011,2.90,Green Street,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Yellow,-6.271298,53.349662,02/01/2012 22:45:00,NULL
687,1025,Lindsay Road,,,,,,,,FALSE,,,,FALSE,,,-10.863443,51.218565,02/01/2012 22:45:00,NULL
688,1026,Lindsay Road,,,,,,,,FALSE,,,,FALSE,,,-10.863443,51.218565,02/01/2012 22:45:00,NULL
689,1027,Rathmines Road Upper,,43P&D/DP,,22/06/2011,1.60,Church Avenue mt.9189,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,,-6.265198,53.320565,02/01/2012 22:45:00,NULL
690,1045,Adelaide Road,2,68 P&D + 14 DP (Total),Opp no 61,,2.90,6 On Adelaide Rd,Mon-Sat 07.00-19.00,FALSE,,,replaced met.148 01/03/2007,TRUE,,Yellow,-6.257081,53.332554,02/01/2012 22:45:00,NULL
691,1056,Fenian Street,2,38 P&D + 9 DP (Total),Opp Dargan Hse,,2.90,5 On Fenian St,Mon-Sat 07.00-19.00,FALSE,,,replaced met.280,TRUE,,Yellow,-6.24793,53.341606,02/01/2012 22:45:00,NULL
692,1067,Adelaide Road,2,68 P&D + 14 DP (Total),At Hatch Place,,2.90,"6 On Adelaide Rd, Earlsfort Tce 13, 448",Mon-Sat 07.00-19.00,FALSE,,,replaced met.416,TRUE,,Yellow,-6.257679,53.332767,02/01/2012 22:45:00,NULL
693,1078,Denmark Street Great,1,30 P&D (Total),Barry's Hotel,,2.90,"Denmark St Great 274, Nth Great Georges St 400, Parnell Sq Nth 2428",Mon-Sat 07.00-19.00,FALSE,,,replaced met.275,TRUE,,Yellow,-6.262673,53.355081,02/01/2012 22:45:00,NULL
694,1089,Chancery Place,7,13 P&D,At flats opp Four Courts,,2.90,"Chancery St 234, Greek St 258, 259, Inns Quay 105, Ormond Quay Upr 2495",Mon-Sat 07.00-19.00,FALSE,,,replaced met.112,TRUE,,Yellow,-6.272266,53.346158,02/01/2012 22:45:00,NULL
695,1090,Denmark Street Great,1,30 P&D (Total),No 18,,2.90,"Denmark St Great 275, Nth Great Georges St 400",Mon-Sat 07.00-19.00,FALSE,Check Times,,replaced met.274,TRUE,,Yellow,-6.261381,53.355567,02/01/2012 22:45:00,NULL
696,1102,Loftus Lane,1,19 P&D (Total),Opp Car Park,23/08/2000,2.90,"Loftus Lane 473, 7 On Capel St",Mon-Sat 07.00-19.00,FALSE,,,replaced met.566,TRUE,,Yellow,-6.268607,53.350633,02/01/2012 22:45:00,NULL
697,1113,Strand Street Little,7,6 P&D + 6 DP,Opp Alnamara,,2.90,"Strand St Great 2271, 7 On Capel St",Mon-Sat 07.00-19.00,FALSE,,,replaced met.114,TRUE,,Yellow,-6.268357,53.346475,02/01/2012 22:45:00,NULL
698,1124,Britain Street Little,7,4 P&D + 6 DP,Russell Court Appartments,,2.90,"Green Street,7 On Capel St",Mon-Sat 07.00-19.00,FALSE,,,replaced met.232,TRUE,,Yellow,-6.269966,53.349352,02/01/2012 22:45:00,NULL
699,1135,Loftus Lane,1,19 P&D (Total),Opp Car Park,27/03/2000,2.90,"Loftus Lane 566, 4 On King's Inns St",Mon-Sat 07.00-19.00,FALSE,Before 10 / After 16,,replaced met.473,TRUE,,Yellow,-6.267913,53.351058,02/01/2012 22:45:00,NULL
700,1146,Beresford Street,7,12 P&D / DP,"Opposite Number 53, East-Side, North of Mary's Lane",,2.90,"Mary's Lane 260, Greek St 258, 259",Mon-Sat 07.00-19.00,FALSE,,,replaced met.261,TRUE,,Yellow,-6.273309,53.348523,02/01/2012 22:45:00,NULL
701,1157,Greek Street,7,19 P&D (Total),"At flats, west side, north of Chancery Street",,2.90,"Greek St 258, Mary's Lane 260, Beresford St 261, Chancery St 234, Chancery Place",Mon-Sat 07.00-19.00,FALSE,,,replaced met.258,TRUE,,Yellow,-6.273113,53.347198,02/01/2012 22:45:00,NULL
702,1168,Greek Street,7,19 P&D (Total),"At flats, east side, north of Chancery Street",,2.90,"Greek St 259, Mary's Lane 260, Beresford St 261, Chancery St 234, Chancery Place",Mon-Sat 07.00-19.00,FALSE,,,replaced met.259,TRUE,,Yellow,-6.272948,53.347286,02/01/2012 22:45:00,NULL
703,1180,Chancery Street,7,,Corner of Charles' St West,,2.90,"Chancery Place 112, Greek St 258, 259",Mon-Sat 07.00-19.00,FALSE,,,replaced met.234,TRUE,,Yellow,-6.271611,53.346846,02/01/2012 22:45:00,NULL
704,1191,Fenian Street,2,38 P&D + 9 DP (Total),No 19-20,,2.90,5 On Fenian St,Mon-Sat 07.00-19.00,FALSE,,,replaced met.279,TRUE,,Yellow,-6.247528,53.341454,02/01/2012 22:45:00,NULL
705,1203,Fitzwilliam Lane,2,5 P&D,Redmonds Off Licence,,2.90,"Merrion St Upr 1179, 18 On Merrion Square, 10 On Baggot St Lwr",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Yellow,-6.251821,53.338557,02/01/2012 22:45:00,NULL
706,1214,Cathal Brugha Street,1,10 P&D,Church of Ireland,27/03/2000,2.90,"Marlborough St 115, 117",Mon-Sat 07.00-19.00,FALSE,,,replaced met.483,TRUE,,Yellow,-6.25987,53.352292,02/01/2012 22:45:00,NULL
707,1225,Adelaide Road,2,68 P&D + 14 DP (Total),Near the Eye & Ear Hospital,,2.90,6 On Adelaide Rd,Mon-Sat 07.00-19.00,FALSE,,,replaced met.152,TRUE,,Yellow,-6.255047,53.33232,02/01/2012 22:45:00,NULL
708,1236,Hatch Street Lower,2,49 P&D + 3 DP (Total),No 12,,2.90,5 On Hatch St Lwr,Mon-Sat 07.00-19.00,FALSE,,,replaced met.137,TRUE,,Yellow,-6.256652,53.334022,02/01/2012 22:45:00,NULL
709,1247,Fitzwilliam Street Lower,2,63 P&D (Total),No 6-7,21/05/2002,2.90,"4 On Fitzwilliam St Lwr, 4 On Fitzwilliam St Upr, 10 On Baggot St Lwr, 18 On Mer",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Yellow,-6.248656,53.337427,02/01/2012 22:45:00,NULL
710,1269,Adelaide Road,2,68 P&D + 14 DP (Total),No 61,,2.90,6 On Adelaide Rd,Mon-Sat 0.700-19.00,FALSE,,,replaced met.151.,TRUE,,Yellow,-6.256943,53.332657,02/01/2012 22:45:00,NULL
711,1270,George's Quay,2,29 P&D (Total),Liffey side,,2.90,"Georges Quay 123, Luke St 785",Mon-Sat 07.00-19.00,FALSE,,Mon - Sat,replaced met.123.,TRUE,,Yellow,-6.253709,53.347533,02/01/2012 22:45:00,NULL
712,1281,Yarnhall Street,1,7 P&D / DP,"Bodkins Pub, sthside, west of Bolton St",,2.90,"Henrietta St 263, 4 On King's Inns St, 7 On Capel St",Mon-Sat 07.00-19.00,FALSE,,,replaced met.262.,TRUE,,Yellow,-6.270118,53.351414,02/01/2012 22:45:00,NULL
713,1292,Merchant's Quay,8,42 P&D (Total),"Liffeyside, Opposite meter 369",,2.90,"Merchant's Quay 1023,9055",Mon-Sat 07.00-19.00,FALSE,,,replaced met.111.,TRUE,,Yellow,-6.273843,53.345166,02/01/2012 22:45:00,NULL
714,1304,Henrietta Street,1,25 P&D + 12 DP,Opposite King's Inns Pub,,2.90,"4 On King's Inns St, Yarnhall St 262",Mon-Sat 07.00-19.00,FALSE,,,replaced met.263.,TRUE,,Yellow,-6.269307,53.3522,02/01/2012 22:45:00,NULL
715,1315,Adelaide Road,2,68 P&D + 14 DP (Total),No 69,,2.90,"6 On Adelaide Rd, Earlsfort Tce 13, 448",Mon-Sat 07.00-19.00,FALSE,,,replaced met.149.,TRUE,,Yellow,-6.259474,53.332844,02/01/2012 22:45:00,NULL
716,1337,Hatch Street Lower,2,49 P&D + 3 DP (Total),Near no 23,,2.90,"5 On Hatch St Lwr, 6 On Hatch St Upr, 6 On Earlsfort Terrace",Mon-Sat 07.00-19.00,FALSE,,,replaced met.447.,TRUE,,Yellow,-6.258013,53.333885,02/01/2012 22:45:00,NULL
717,1348,Fenian Street,2,38 P&D + 9 DP (Total),Opposite IIB Bank,,2.90,"5 On Fenian St, Holles St 237, Boyne St 260",Mon-Sat 07.00-19.00,FALSE,,,replaced met.278.,TRUE,,Yellow,-6.246094,53.341279,02/01/2012 22:45:00,NULL
718,1359,Hatch Street Lower,2,49 P&D + 3 DP (Total),Opp Earlsfort Centre,,2.90,"5 On Hatch St Lwr, 6 On Hatch St Upr, 6 On Earlsfort Terrace",Mon-Sat 07.00-19.00,FALSE,,,replaced met.446.,TRUE,,Yellow,-6.257951,53.333749,02/01/2012 22:45:00,NULL
