No,Location,Code,No Spaces,Exact Location,Installed,Tarriff,Nearest PandDs Same zone,Hours of Operation,Clr-Way,Clearway Hrs,Comments 1,Further Information,Finished,Comment 2,X_Value,Y_Value,Zone,Located,geometry,geometry 1,geometry 2,Longitude,Latitude
9196,Botanic Road,,14 P n D(Total),Opposite Botanic Gardens,21/08/2009,€ 1.00,,Mon-Sat 07.00-19.00,FALSE,,,met.961 changed 03/03/2011,FALSE,,315250,237109,Orange,Y,"<Point><coordinates>-6.269177,53.371834</coordinates></Point>","-6.269177,53.371834</coordinates></Point>","-6.269177,53.371834",-6.269177,53.371834
9197,Wynnefield Road,,,Outside Toilets,13/11/2009,€ 1.60,,Mon-Sat07.00-19.00,FALSE,,,Formerly  mt.974 03/03/2011,FALSE,,315519,231576,Green,,"<Point><coordinates>-6.267155,53.322084</coordinates></Point>","-6.267155,53.322084</coordinates></Point>","-6.267155,53.322084",-6.267155,53.322084
9198,Seafort Terrace,4,6 P n D + 36 DP,Sandymount Village,23/04/2002,€ 1.00,6 In Sandymount Village,Mon-Sat 07.00-19.00,FALSE,,,met 62 changed 08/03/2011,FALSE,,319006.1868,232917.0563,Orange,Y,"<Point><coordinates>-6.214347,53.333356</coordinates></Point>","-6.214347,53.333356</coordinates></Point>","-6.214347,53.333356",-6.214347,53.333356
9201,Anglesea Road,4,105 P n D / DP (Total),Near Public Light Number 9,09/05/2000,€ 2.40,Angelsea Rd 288,Mon-Sat 07.00-19.00,FALSE,,,mt.524 changed 08/03/2011,TRUE,,317916.5022,232119.2588,Red,Y,"<Point><coordinates>-6.230992,53.326435</coordinates></Point>","-6.230992,53.326435</coordinates></Point>","-6.230992,53.326435",-6.230992,53.326435
9208,Burlington Road,4,144 P n D / DP (Total),East of Southside Mespil Road,,€ 2.90,5 On Burlington Rd,Mon-Fri 08.00-18.30,FALSE,,,mt.286 changed 08/03/2011,TRUE,,316865.0211,232752.843,Yellow,Y,"<Point><coordinates>-6.246532,53.332358</coordinates></Point>","-6.246532,53.332358</coordinates></Point>","-6.246532,53.332358",-6.246532,53.332358
9211,Infirmary Road,8,33 P n D + 15 DP (Total),At Number 20,,€ 1.60,None Nearby,Mon-Sat 07.00-19.00,FALSE,,,mt. 753 changed 11/03/2011,FALSE,,313476,234721,Green,Y,"<Point><coordinates>-6.296673,53.350771</coordinates></Point>","-6.296673,53.350771</coordinates></Point>","-6.296673,53.350771",-6.296673,53.350771
9217,Raglan Road,4,91 P n D / DP,Corner of Pembroke Lane,,€ 2.90,4 On Pembroke Rd,Mon-Fri 08.00-18.30,FALSE,,,mt. 287 changed 08/03/2011,TRUE,,317445.534,232711.2113,Yellow,Y,"<Point><coordinates>-6.237838,53.331856</coordinates></Point>","-6.237838,53.331856</coordinates></Point>","-6.237838,53.331856",-6.237838,53.331856
9220,Woodville Road,,13 P n D+Permit,at side of no.203 Botanic Ave,,€ 1.60,none nearby,Mon-Sun 07.00-24.00,FALSE,,,mt. 956 changed 15/03/2011,FALSE,,315929,236749,Orange,y,"<Point><coordinates>-6.259113,53.368453</coordinates></Point>","-6.259113,53.368453</coordinates></Point>","-6.259113,53.368453",-6.259113,53.368453
9221,David Road,1,,Whitworth Road junction,,€ 1.60,,Mon-Sun 07.00-24.00,FALSE,,,mt. 941 changed 15/03/2011,FALSE,,315320,236238,Green,Y,"<Point><coordinates>-6.268443,53.363997</coordinates></Point>","-6.268443,53.363997</coordinates></Point>","-6.268443,53.363997",-6.268443,53.363997
9225,Haddington Road,4,145 P n D / DP (Total),No 44,,€ 2.90,Haddington Rd 514,Mon-Sat 07.00-19.00,FALSE,,,Replaced meter 9225 30/05/2011,TRUE,,317271.5105,233120.5578,Yellow,Y,"<Point><coordinates>-6.240297,53.335571</coordinates></Point>","-6.240297,53.335571</coordinates></Point>","-6.240297,53.335571",-6.240297,53.335571
9226,Haddington Road,4,145 P n D / DP (Total),The Hibernian,03/05/2000,€ 2.90,Haddington Rd 239,Mon-Sat 07.00-19.00,FALSE,,,Replaced meter 514 30/05/2011,TRUE,,317116.3514,233038.8146,Yellow,Y,"<Point><coordinates>-6.242655,53.334871</coordinates></Point>","-6.242655,53.334871</coordinates></Point>","-6.242655,53.334871",-6.242655,53.334871
9231,Poolbeg Street,2,11 P n D,Opposite Corn Exchange entrance,,€ 2.90,2 On Burgh Quay,Mon-Sat 07.00-19.00,FALSE,,,Replaced met.9231 20/06/2011,TRUE,,316180,234346,Yellow,Y,"<Point><coordinates>-6.256225,53.346817</coordinates></Point>","-6.256225,53.346817</coordinates></Point>","-6.256225,53.346817",-6.256225,53.346817
9232,Clonmel Street,2,14 P n D,Harcourt Creche,,€ 2.90,Montague St 257,Mon-Sat 07.00-19.00,FALSE,,,replaced meter 14      31/05/2011,TRUE,,315759.8995,233140.3357,Yellow,Y,"<Point><coordinates>-6.26297,53.336081</coordinates></Point>","-6.26297,53.336081</coordinates></Point>","-6.26297,53.336081",-6.26297,53.336081
9233,Herbert Park,4,198 P n D / DP (Total),At entrance to Park,,€ 2.40,Herbert Park 7213,Mon-Fri 08.00-18.30,FALSE,,,replaced met.255.15/09/2009replaced met.7033 24/06/2011,FALSE,,317624,232217,Red,Y,"<Point><coordinates>-6.235344,53.327378</coordinates></Point>","-6.235344,53.327378</coordinates></Point>","-6.235344,53.327378",-6.235344,53.327378
