id,dublin_no,location,code,spaces,exact_location,installed,tariff,nearest_pad,op_hours,clearway,clearway_hours,comment,further_info,finished,extra_comment,zone,longitude,latitude,created_at,updated_at
,730,Sundrive Road,6,23 P n D,Kimmage opposite Superquinn,06/09/2001,1.00,None Nearby,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.291361,53.320071,01/08/2011 16:16:08,null
,731,Conyngham Road,8,46 P n D + 12 DP (Total),At Riverpark Apartments,06/09/2001,1.00,Conyngham Rd 569,Mon-Sat 08.00-19.00,FALSE,,,,FALSE,,Orange,-6.302962,53.34821,01/08/2011 16:16:08,null
,738,Leicester Avenue,6,78 P n D / DP,Opposite the Church,08/10/2001,1.60,Frankfort Ave 161,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Green,-6.270725,53.317335,01/08/2011 16:16:08,null
,742,York Road,6,105 P n D / DP,At Number 51,,1.60,Rathmines Rd Upr 53,Mon-Sat 07.00-24.00,TRUE,Before 10.00,,,FALSE,,Green,-6.265153,53.318821,01/08/2011 16:16:08,null
,755,Belmont Gardens,4,35 P n D / DP,South of E'side Belmont Avenue,,2.40,None Nearby,Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Red,-6.242044,53.320049,01/08/2011 16:16:08,null
,757,Foley Street,1,24 P n D,At Five-Lamps,,2.40,6 On Amiens St,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Red,-6.24921,53.352793,01/08/2011 16:16:08,null
,769,Ailesbury Road,4,169 P n D / DP (Total),At Number 40A,,1.60,Ailesbury Grove 795,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Green,-6.222902,53.32001,01/08/2011 16:16:08,null
,770,New Wapping Street,1,16 P n D / DP,At Number 2,,2.40,None Nearby,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Red,-6.235135,53.349015,01/08/2011 16:16:08,null
,771,Sandymount Avenue,4,43 P n D / DP (Total),Opposite Embassy Court / Junction Of Spafield Terrace,,1.60,None Nearby,Mon-Fri 08.00-18.30,FALSE,,,,FALSE,,Green,-6.223206,53.326874,01/08/2011 16:16:08,null
,772,Observatory Lane,6,8 P n D,At Bike Shop,,2.40,None Nearby,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Red,-6.26481,53.325653,01/08/2011 16:16:08,null
,777,Clontarf Road,3,29 P n D / DP (Total),At Number 162,,1.00,None Nearby,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.20104,53.359962,01/08/2011 16:16:08,null
,778,Clontarf Road,3,29 P n D / DP (Total),At Number 201,,1.00,Vernon Avenue 675,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.195456,53.358781,01/08/2011 16:16:08,null
,789,Mayfield Road East (Terenure),8,12 P n D / DP,Side of #18 Terenure Park,,1.00,Eaton Square 891,Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Orange,-6.285217,53.311427,01/08/2011 16:16:08,null
,790,Cork Street,8,76 P n D / DP (Total),Opposite Coombe Hospital,,1.60,Cork St 791,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Green,-6.289849,53.335113,01/08/2011 16:16:08,null
,791,Cork Street,8,76 P n D / DP (Total),At Morrisey's Pub,,1.60,Cork St 790,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Green,-6.287537,53.336874,01/08/2011 16:16:08,null
,796,Temple Street West,8,9  P n D,Junction with Parkgate Street,22/04/2008,1.00,Parkgate St 113,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Orange,-6.28989,53.348014,01/08/2011 16:16:08,null
,798,Ranelagh Avenue,6,16 P n D / DP,At Number 8,15/03/2004,2.40,Ranelagh Rd 431,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Red,-6.254809,53.325499,01/08/2011 16:16:08,null
,802,Bond Street,8,12 P n D / DP,Junction Of Robert Street South,,1.60,Grand Canal Place 8,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Green,-6.28644,53.340803,01/08/2011 16:16:08,null
,805,Fitzwilliam Street (Ringsend),4,6 P n D / DP,Behind Library,,0.60,Thorncastle St 806,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Blue,-6.226569,53.341338,01/08/2011 16:16:08,null
,806,Thorncastle Street,4,30 P n D / DP,Outside Shops,,1.00,Fitzwilliam St 805,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.227714,53.34235,01/08/2011 16:16:08,null
,808,Cork Street,8,76 P n D / DP (Total),Opposite Donnelly Centre,,1.60,None Nearby,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Green,-6.281017,53.338383,01/08/2011 16:16:08,null
,809,Blackhall Place,7,5 P n D / DP (Total),At Number 28,,2.40,Blackhall Place 746,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Red,-6.281749,53.34925,01/08/2011 16:16:08,null
,810,Kilmore Road,5,14 P n D / DP,At Number 16,,0.60,None Nearby,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Blue,-6.211212,53.380684,01/08/2011 16:16:08,null
,811,Kilmainham Lane,8,5 P n D / DP,Between 4  n  5,,1.00,Inchicore Rd 754,Mon-Fri 07.00-19.00,FALSE,,,,TRUE,,Orange,-6.306987,53.341779,01/08/2011 16:16:08,null
,812,Cowper Road,6,46 P n D / DP,At Number 61,,1.00,None Nearby,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.262057,53.315729,01/08/2011 16:16:08,null
,813,Tower Avenue,6,13 P n D / DP,At Number 13,,1.00,Brighton Road 735,Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Orange,-6.279284,53.312551,01/08/2011 16:16:08,null
,823,Greenfield Park,6,25 P n D,At No. 14,,1.00,Nutley Park 794,Mon-Fri 07.00-19.00,FALSE,,,,TRUE,,Orange,-6.224844,53.312736,01/08/2011 16:16:08,null
,824,Armstrong Street,6,14 P n D / DP,At Number 1,,1.60,None Nearby,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Green,-6.275858,53.328904,01/08/2011 16:16:08,null
,826,The Belfry (Inchicore),8,20 P n D / DP,Junction Of Inchicore Road,,1.00,None Nearby,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.315365,53.342149,01/08/2011 16:16:08,null
,827,Ard Rí Road,7,58 P n D / DP,Junction Of Arbour Hill / Side of Number 29,,1.60,Viking Place 153,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Green,-6.284862,53.34982,01/08/2011 16:16:08,null
,830,Grangegorman Upper,7,60 P n D / DP,Opposite Entrance To St. Brendan's Hospital,,2.40,None Nearby,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Red,-6.278384,53.354795,01/08/2011 16:16:08,null
,831,Griffith Avenue,9,75 P n D / DP,At The School / Opposite Number 31,,1.00,None Nearby,Mon-Fri 12.00-17.00,TRUE,,,,FALSE,,Orange,-6.232473,53.37029,01/08/2011 16:16:08,null
,832,Clontarf Road,3,29 P n D / DP (Total),Near Hollybrook Road,02/07/2005,1.00,Hollybrook Road 533,Mon-Sat 07.00-16.00,TRUE,16.00-19.00,,,FALSE,,Orange,-6.218216,53.36266,01/08/2011 16:16:08,null
,833,Raheny Road,5,10 P n D / DP,Opposite Number 180,09/08/2005,1.00,None Nearby,Mon-Fri 08.00-18.30,FALSE,,,,FALSE,,Orange,-6.176316,53.383463,01/08/2011 16:16:08,null
,834,Fairfield Park,6,30 P n D / DP,Jct Highfield Road,22/08/2005,1.00,None Nearby,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Orange,-6.271169,53.312684,01/08/2011 16:16:08,null
,835,Dolphin Avenue,8,34 P n D / DP,Junction of SCR,04/10/2005,1.00,St Anne's Road South 568,Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Orange,-6.287491,53.3322,01/08/2011 16:16:08,null
,842,Airfield Park,4,37 P n D / DP,Junction Of Stillorgan Road / At Number 1,03/02/2006,1.00,None Nearby,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.226564,53.314676,01/08/2011 16:16:08,null
,843,St. John's Road East,4,63 P n D / DP,Opposite Strand House / Junction Of Strand Mews,03/02/2006,1.00,None Nearby,Mon-Sun 07.00-24.00,FALSE,,,Orange Zone 1.00,FALSE,,Orange,-6.207857,53.324946,01/08/2011 16:16:08,null
,844,Phibsborough Road,7,43 P n D / DP,McGowan's Pub,,2.40,None Nearby,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Red,-6.273734,53.35612,01/08/2011 16:16:08,null
,845,Serpentine Avenue,4,60 P n D / DP (Total),At Pembroke Wanderer's Hockey Club Entrance,,2.40,Serpentine Ave 391,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Red,-6.225069,53.329373,01/08/2011 16:16:08,null
,846,Merton Drive,6,44 P n D / DP,At Number 20,,1.60,Cowper Rd E 829,Mon-Sun 07.00-19.00,FALSE,,,,TRUE,,Green,-6.253918,53.31472,01/08/2011 16:16:08,null
,849,Arranmore Avenue,7,13 P n D,Junction N.C.R,,1.60,221 Goldsmith Street,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Green,-6.270182,53.36076,01/08/2011 16:16:08,null
,850,Glenarm Avenue,9,34 P n D / DP,Opposite Jct Hollybank Road,,1.60,None Nearby,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Green,-6.256937,53.366911,01/08/2011 16:16:08,null
,851,Neville Road,6,73 P n D / DP,Side of No. 74 Highfield Road,,1.00,None Nearby,Mon-Fri  07.00-19.00,FALSE,,,,FALSE,,Orange,-6.267402,53.313389,01/08/2011 16:16:08,null
,852,Tritonville Road,4,16 P n D / DP,Outside No. 16,,1.00,None Nearby,Mon-Fri  07.00-19.00,FALSE,,,,FALSE,,Orange,-6.222168,53.3374,01/08/2011 16:16:08,null
,853,Mill Street,8,,Opposite The Mill,,2.40,None Nearby,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Red,-6.275883,53.337119,01/08/2011 16:16:08,null
,854,Sir John Rogerson's Quay,2,102 P n D / DP (Total),At No. 43-49,,1.60,Sir John Rogerson's Quay 855,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Green,-6.239394,53.346012,01/08/2011 16:16:08,null
,855,Sir John Rogerson's Quay,2,102 P n D / DP (Total),At Dublin Docksides,,1.60,Sir John Rogerson's Quay 854,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Green,-6.236297,53.345751,01/08/2011 16:16:08,null
,856,Castleforbes Road,1,,Junction Mayor Street Upper,,1.60,North Wall Quay 474,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Green,-6.231907,53.348409,01/08/2011 16:16:08,null
,858,Newbridge Avenue,4,,O/s 11-13 Newbridge Avenue,14/03/2007,1.00,None Nearby,Mon-Fri 07.00-19.00,FALSE,,,,TRUE,,Orange,-6.223601,53.335426,01/08/2011 16:16:08,null
,859,North Circular Road,7,7 P n D / DP,Entrance A  n  E,,2.40,Glengarriff Parade,Mon-Sat 07.00-16.00,TRUE,Bus Lane,,,TRUE,,Orange,-6.266416,53.360265,01/08/2011 16:16:08,null
,860,Ailesbury Gardens,4,50 P n D / DP,At the side of 39 St. Alban's Park,,1.00,None Nearby,Mon-Fri 07.00-19.00,FALSE,,,,TRUE,,Orange,-6.209226,53.319485,01/08/2011 16:16:08,null
,861,Sandymount Castle Road,4,20 P n D / DP,Gilford Road Junction,,1.00,6 In Sandymount Village,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Orange,-6.215592,53.330921,01/08/2011 16:16:08,null
,862,Temple Road,6,160 P n D / DP,Opposite No. 13 / At Junction With Orchard Road South,,1.00,None Nearby,Mon-Sat 07.00-13.00,FALSE,,,,TRUE,,Orange,-6.257425,53.31115,01/08/2011 16:16:08,null
,865,Milltown Road,6,5 P n D,At lamp standard 22A,,1.60,None Nearby,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Green,-6.246897,53.313215,01/08/2011 16:16:08,null
,866,Cullenswood Gardens,6,5 P n D / DP,Junction of Merton Drive,,1.60,None Nearby,Mon-Fri 07.00-19.00,FALSE,,,,TRUE,,Green,-6.249156,53.320716,01/08/2011 16:16:08,null
,867,Ailesbury Park,4,72 P n D / DP,Opp LS 8,,1.60,4 On Ailesbury Rd,Mon-Fri 08.00-19.00,FALSE,,,,TRUE,,Green,-6.212051,53.32048,01/08/2011 16:16:08,null
,868,Valentia Parade,7,30 P n D / DP,Innisfallen Parade Jxn / Side of No. 24,,1.60,Innisfallen Parade 423,Mon-Fri 08.00-18.30,FALSE,,,,FALSE,,Green,-6.262797,53.360994,01/08/2011 16:16:08,null
,871,Fingal Place,7,20 P n D / DP,At No. 3,,1.60,Prussia St 25,Mon-Sun 07.00-24.00,FALSE,,,,TRUE,,Green,-6.285631,53.354225,01/08/2011 16:16:08,null
,875,New Street South,8,,Opposite Number 12,,2.40,None Nearby,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Red,-6.272632,53.337692,01/08/2011 16:16:08,null
,878,Farney Park,4,52 P n D,Opposite Glenesk Court,,1.00,Claremont Road 816,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.220549,53.33193,01/08/2011 16:16:08,null
,882,Mountpleasant Avenue Upper,6,24 P n D / DP,At No. 8,,2.40,Gulistan Tce 725,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Red,-6.260773,53.325855,01/08/2011 16:16:08,null
,884,Wellington Street Lower,7,22 P n D / DP,Opposite No. 3,,2.40,Dorset St Lower 874 (€2.50),Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Red,-6.26617,53.355606,01/08/2011 16:16:08,null
,886,Fairfield Road,9,49 P n D / DP,Junction of Daneswell Road,,1.60,None Nearby,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Green,-6.267175,53.370071,01/08/2011 16:16:08,null
,887,Reuben Street,8,73 P n D / DP,Opposite No. 38,,1.00,None Nearby,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.291606,53.335539,01/08/2011 16:16:08,null
,889,St. Brigid's Road Upper,9,41 P n D / DP,At number 1,,1.60,St. Alphonsus' Road 452,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Green,-6.261096,53.36477,01/08/2011 16:16:08,null
,890,Clyde Road,4,22 P n D / DP (Total),At Number 22,,2.90,3 On Clyde Rd,Mon-Fri  10.00-18.00,FALSE,,,,FALSE,,Yellow,-6.239029,53.328655,01/08/2011 16:16:08,null
,892,Herbert Road,4,74 P n D / DP,Opposite Lansdowne Square Entrance,,2.40,None Nearby,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Red,-6.223497,53.33325,01/08/2011 16:16:08,null
,893,Darley Street,6,25 P n D,Opposite No. 19,,1.60,Armstrong Street 824,Mon-Fri 07.00-19.00,FALSE,,,,TRUE,,Green,-6.274488,53.327798,01/08/2011 16:16:08,null
,894,Ivar Street,7,42 P n D,Opposite No. 16,,1.60,Manor Place 870,Mon-Fri 07.00-19.00,FALSE,,,,TRUE,,Green,-6.28626,53.352024,01/08/2011 16:16:08,null
,895,Dufferin Street,8,87 P n D,side wall of no.1,,1.60,Washington Street 38,Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Green,-6.281543,53.331521,01/08/2011 16:16:08,null
,896,Sunbury Gardens,,,,,1.00,,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Orange,-6.262976,53.312264,01/08/2011 16:16:08,null
,897,Holyrood Park,2,29 P n D/DP,At Dart Station,,1.00,None,Mon-Fri 07.00-19.00,FALSE,,,,TRUE,,Orange,-6.22181,53.328687,01/08/2011 16:16:08,null
,898,Clontarf Street,3,25 P n D,At No. 186,,1.00,Clontarf Road,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Orange,-6.197202,53.35941,01/08/2011 16:16:08,null
,899,Dodderview Cottages,4,28 P n D,Opposite No. 37,,2.40,Shelbourne Road 658,Mon-Fri  08.00-18.30,FALSE,,,,TRUE,,Red,-6.230545,53.330542,01/08/2011 16:16:08,null
,900,Mount Joy Street,,,,,2.40,,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Red,-6.269221,53.354456,01/08/2011 16:16:08,null
,901,Kilmainham Lane,8,43 P n D,At Royal Oak,,1.00,Kilmainham Lane,Mon-Fri  07.00-19.00,FALSE,,,,TRUE,,Orange,-6.303792,53.341689,01/08/2011 16:16:08,null
,902,Harold's Cross Cottages,6,11 P n D,Opposite No. 16,,1.60,Greenmount Lane 47,Mon-Fri  07.00-19.00,FALSE,,,,TRUE,,Green,-6.284868,53.329107,01/08/2011 16:16:08,null
,903,Park Drive,1,,,,1.60,,Mon-Fri  07.00-19.00,FALSE,,,,FALSE,,Green,-6.251291,53.316955,01/08/2011 16:16:08,null
,904,Ashdale Road,1,25 spaces,Ashdale Road,,1.60,Eaton Square 891,Mon-Fri  07.00-19.00,FALSE,,,,TRUE,,Orange,-6.285462,53.314288,01/08/2011 16:16:08,null
,905,Ring Terrace,,,,,1.00,,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.32672,53.335929,01/08/2011 16:16:08,null
,906,Reuben Avenue,,,,,1.00,,Mon-Fri  07.00-19.00,FALSE,,,,FALSE,,Orange,-6.292296,53.335531,01/08/2011 16:16:08,null
,907,Wilfield Park,4,47 P n D,Opposite Foxfield House,,1.00,Sandymount Avenue 76,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Orange,-6.219035,53.328286,01/08/2011 16:16:08,null
,908,Casimir Road,6,74 P n D,At No. 59,,1.60,Harold's Cross Road 726,Mon-Sun 07.00-24.00,FALSE,,,,TRUE,,Green,-6.282763,53.321717,01/08/2011 16:16:08,null
,909,Charleston Avenue,6,41 P n D,At Trinity House,,1.60,Mount Pleasant Avenue 582,Mon-Fri 07.00-19.00,FALSE,,,,TRUE,,Green,-6.258751,53.323543,01/08/2011 16:16:08,null
,911,Claude Road,9,46 P n D/DP,At side of house no. 49A,,1.60,None,Mon-Sun 07.00-24.00,FALSE,,,,TRUE,,Green,-6.265746,53.363463,01/08/2011 16:16:08,null
,912,Merton Ave,8,38 P n D,Opp. No. 4,20/02/2008,1.60,None nearby,Mon-Sat 07.00-24.00,FALSE,,,,TRUE,,Green,-6.281797,53.333044,01/08/2011 16:16:08,null
,913,Thomas Davis St. West,,42 P n D,At No. 28,,1.00,Emmet Road 109,Mon-Sat 07.00-24.00,FALSE,,,,TRUE,,Orange,-6.319162,53.338402,01/08/2011 16:16:08,null
,914,Camac Court,,13 P n D,At junction Inchicore Road,,1.00,Inchicore Road 756,Mon-Fri 07.00-19.00,FALSE,,,,TRUE,,Orange,-6.315632,53.341856,01/08/2011 16:16:08,null
,915,St Columba's Road Lower,,,Opposite No. 18,,1.60,,Mon-Fri 07.00-19.00,FALSE,,,,TRUE,,Green,-6.263259,53.36367,01/08/2011 16:16:08,null
,916,Wellington Street Upper,,,,,2.40,,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Red,-6.27036,53.354867,01/08/2011 16:16:08,null
,917,Wilfrid Road,,24 P n D,Outside No. 1,,1.60,Tivoli Avenue 793,Mon-Sun 07.00-24.00,FALSE,,,,TRUE,,Green,-6.281171,53.31987,01/08/2011 16:16:08,null
,918,Villiers Road,,55 P n D,Opposite No.25,,1.00,Vernon Grove 822,Mon-Sun 07.00-24.00,FALSE,,,,TRUE,,Orange,-6.265797,53.313743,01/08/2011 16:16:08,null
,919,St Annes Road,9,62 P n D,Junction St Patricks Road,,1.60,On Street,Mon-Sun 07.00-24.00,FALSE,,,,TRUE,,Green,-6.260814,53.363203,01/08/2011 16:16:08,null
,920,Ashfield Park,,,Junction Mount Tallant Avenue,,1.00,Ashdale Road,Mon-Sat 07.00-24.00,FALSE,,,,TRUE,,Orange,-6.283171,53.315666,01/08/2011 16:16:08,null
,921,Iona Road,,156 P n D,Junction Hollybank Road,,1.60,On Street,Mon-Sun 07.00-24.00,FALSE,,,,TRUE,,Green,-6.260756,53.367569,01/08/2011 16:16:08,null
,922,Hollybank Road,,156 P n D,At No. 57,,1.60,On Street,Mon-Sun 07.00-24.00,FALSE,,,,TRUE,,Green,-6.259093,53.367464,01/08/2011 16:16:08,null
,923,Hollybank Road,,156 P n D,At No. 1,,1.60,On Street,Mon-Sun 07.00-24.00,FALSE,,,,TRUE,,Green,-6.256451,53.36703,01/08/2011 16:16:08,null
,924,Harold Road,2,,At No.33,21/04/2008,1.60,Ivar Street,Mon-Fri  07.00-19.00,FALSE,,,,TRUE,,Green,-6.288055,53.35258,01/08/2011 16:16:08,null
,925,Avondale Avenue,7,,Opposite No. 24,,2.40,NCR (No. 59),Mon-Fri 07.00-19.00,FALSE,,,,TRUE,,Red,-6.276288,53.359824,01/08/2011 16:16:08,null
,926,Milltown Road,6,,Car Park Bring Centre,,1.00,N/A,Mon-Fri 11.00-16.00,FALSE,,,,TRUE,,Orange,-6.247052,53.311987,01/08/2011 16:16:08,null
,927,Synnot Row,,29 P n D,Opp. No. 24,,1.60,Valentia Parade,Mon-Sun 07.00-24.00,FALSE,,,,TRUE,,Green,-6.262348,53.360951,01/08/2011 16:16:08,null
,928,Sherrard Avenue,,24 P n D,Opposite No. 19,,1.60,North Circular Road,Mon-Fri 07.00-19.00,FALSE,,,,TRUE,,Green,-6.258159,53.360163,01/08/2011 16:16:08,null
,929,Belvidere Place,,,Opposite No. 5,,2.40,Sherrard Street,Mon-Sun 07.00-24.00,FALSE,,,,TRUE,,Red,-6.257529,53.357916,01/08/2011 16:16:08,null
,930,Grattan Court East,,,Jct Mount Street Lower,,2.90,Mount Street Lower,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Yellow,-6.243331,53.338648,01/08/2011 16:16:08,null
,931,Carlisle Avenue,4,30 P n D,At No. 1,,2.40,Marlboro Road,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Red,-6.244771,53.323689,01/08/2011 16:16:08,null
,932,Daniel Street,,53 P n D,Opposite No. 5,,2.40,Clanbrasil Street Lower,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Red,-6.273283,53.334961,01/08/2011 16:16:08,null
,933,Sandford Avenue,,,No 21,15/12/2008,1.60,Sandford Gardens,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Green,-6.282383,53.333412,01/08/2011 16:16:08,null
,934,Shangan Ave,,,Opposite Centra,15/12/2008,1.00,none nearby,Mon-Sat 07.00-24.00,FALSE,,,,FALSE,I Hour limit,Orange,-6.256389,53.393556,01/08/2011 16:16:08,null
,935,Hollybank Avenue,,87 P n D,Junct. Sandford Avenue,12/01/2009,1.60,None nearby,Mon-Fri  07.00-19.00,FALSE,,,,FALSE,,Green,-6.245682,53.320881,01/08/2011 16:16:08,null
,936,Cherryfield Avenue,,82 P n D,Opposite no.1,12/01/2009,1.60,None nearby,Mon-Fri  07.00-19.00,FALSE,,,,FALSE,,Green,-6.245531,53.320178,01/08/2011 16:16:08,null
,937,Norwood Park,,16 P n D,Junct. Sandford Road,12/01/2009,1.60,None nearby,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Green,-6.243985,53.319822,01/08/2011 16:16:08,null
,938,Martins Row,2,10,At Pharmacy,01/04/2009,1.00,None,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.344578,53.349298,01/08/2011 16:16:08,null
,939,Kenilworth Park,,,O/s No. 14,,1.00,none,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Orange,-6.280385,53.318906,01/08/2011 16:16:08,null
,942,Wigan Road,,,Junction Whitworth Road,,1.60,David Road,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Green,-6.267241,53.363647,01/08/2011 16:16:08,null
,943,Charleville Road,,57,O/s No. 20,,1.60,545 Cabra Road,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Green,-6.282683,53.360311,01/08/2011 16:16:08,null
,944,Dargle Road,,105,O/S No. 1A,,1.60,Glenarm Avenue 946,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Green,-6.257342,53.365821,01/08/2011 16:16:08,null
,945,Crawford Avenue,9,,Opp. No. 28,,1.60,None Nearby,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Green,-6.262478,53.366974,01/08/2011 16:16:08,null
,947,Sandymount Road,,,O/s Church at Leahy's Terrace,,1.60,,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.220086,53.335841,01/08/2011 16:16:08,null
,948,Chelmsford Ave,,20,,12/06/2009,,,Mon-Sat07.00-24.00,FALSE,,,,FALSE,,Red,30.586058,46.313032,01/08/2011 16:16:08,null
,949,Hanover Quay,2,22 P n D / DP,Opposite Boat House 9,,1.60,None Nearby,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.236393,53.344144,01/08/2011 16:16:08,null
,950,Benson Street,,,opp Fitsimons-Business Centre,,1.60,951 at junction of Green Street East,Mon-Fri. 08.00-18.00,FALSE,,,,FALSE,,Green,-6.23353,53.344012,01/08/2011 16:16:08,null
,951,Benson Street,,,junction of Green Street East,,1.60,950 at Fitsimons Business Centre,Mon-Fri. 08.00-18.00,FALSE,,,,FALSE,,Green,-6.233209,53.344428,01/08/2011 16:16:08,null
,952,Lombard Street West,,,opp. No.38,,2.40,,Mon-Fri  08.00-18.30,FALSE,,,,FALSE,,Red,-6.27402,53.334027,01/08/2011 16:16:08,null
,953,Carlisle Street,,,Junct. SCRd,,2.40,none nearby,Mon-Sun  07.00-24.00,FALSE,,,,FALSE,,Red,-6.271295,53.332514,01/08/2011 16:16:08,null
,954,Arnott Street,,,O/S No. 5,,2.40,None Nearby,Mon-Sat  07.00-19.00,FALSE,,,,FALSE,,Red,-6.269722,53.334307,01/08/2011 16:16:08,null
,955,Parkview Place,,,side of 14 St. Patricks Villas,,1.00,None nearby,Mon-Fri  .07.00-19.00,FALSE,,,,FALSE,,Red,-6.226333,53.341964,01/08/2011 16:16:08,null
,957,Kimmage Road,,13 P/D,on inset opposite no.100A,,1.60,none nearby,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Green,-6.285533,53.320759,01/08/2011 16:16:08,null
,958,Palmerston Road,,57 P n D,At side door 4B,,1.00,Palmerston Park 959,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.258132,53.314054,01/08/2011 16:16:08,null
,959,Palmerston Park,,40 P n D,Junction of Palmerston Road,,1.00,Palmerston Rd.   958,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.258365,53.313482,01/08/2011 16:16:08,null
,960,Richview Ave,,16 P n D,Junction Richmond Ave,,1.00,None nearby,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.253741,53.313172,01/08/2011 16:16:08,null
,963,Sheriff Street,,,,31/08/2009,1.60,,Mon-Fri 07.00-19.00,FALSE,,Max 2 hrs,,FALSE,Max 2 hrs,Green,-6.232456,53.350007,01/08/2011 16:16:08,null
,964,Sheriff Street,,,,31/08/2009,2.40,,Mon-Fri 07.00-19.00,FALSE,,Max 2 hrs,,FALSE,Max 2 hrs,Green,-6.236557,53.350365,01/08/2011 16:16:08,null
,965,Sheriff Street,,,,31/08/2009,2.40,,Mon-Fri 07.00-19.00,FALSE,,Max 2.hrs,,FALSE,Max 2 hrs,Green,-6.239237,53.350548,01/08/2011 16:16:08,null
,966,Connaght Street,,,,31/08/2009,1.60,,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Green,-6.279679,53.36291,01/08/2011 16:16:08,null
,967,Murtagh Road,,,,31/08/2009,1.60,,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Green,-6.287248,53.351373,01/08/2011 16:16:08,null
